
Country,Country Code,Region,Region Code,Second Tier Authority,Local Authority,Local Authority Code,Calendar Year,LA CO2 Sector,LA CO2 Sub-sector,Territorial emissions (kt CO2),Emissions within the scope of influence of LAs (kt CO2),Mid-year Population (thousands),Area (km2)
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Domestic,Domestic 'Other Fuels',15.784534,15.784534,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Industry,Industry Electricity,140.9130567,140.9130567,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Industry,Industry Gas,38.23790971,38.23790971,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Industry,Large Industrial Installations,9.567713021,5.177903104,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Industry,Industry 'Other Fuels',50.13693541,50.13693541,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Industry,Agriculture,1.682515156,1.522797282,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,LULUCF,LULUCF Net Emissions: Forest land,-6.269460949,0,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,LULUCF,LULUCF Net Emissions: Cropland,3.28934044,0,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,LULUCF,LULUCF Net Emissions: Grassland,-1.377020422,0,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,LULUCF,LULUCF Net Emissions: Wetlands,-0.112353274,0,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,LULUCF,LULUCF Net Emissions: Settlements,2.880596565,0,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Public Sector,Public Sector Electricity,23.34127599,23.34127599,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Public Sector,Public Sector Gas,23.9740721,23.9740721,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Public Sector,Public Sector 'Other Fuels',0.035708551,0.035708551,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Transport,Road Transport (A roads),154.7234373,154.7234373,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Transport,Road Transport (Motorways),181.1339417,0,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Transport,Road Transport (Minor roads),189.8727941,189.8727941,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Transport,Diesel Railways,6.79692564,0,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2013,Transport,Transport Other,3.198535501,3.198535501,280.271,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Commercial,Commercial Electricity,90.14314212,90.14314212,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Commercial,Commercial Gas,40.00273393,40.00273393,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Commercial,Commercial 'Other Fuels',0.331423482,0.331423482,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Domestic,Domestic Electricity,188.9497739,188.9497739,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Domestic,Domestic Gas,272.1076796,272.1076796,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Domestic,Domestic 'Other Fuels',14.77319219,14.77319219,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Industry,Industry Electricity,117.5214641,117.5214641,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Industry,Industry Gas,34.95255798,34.95255798,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Industry,Large Industrial Installations,9.796387123,5.252969322,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Industry,Industry 'Other Fuels',54.20134041,54.20134041,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Industry,Agriculture,1.748775217,1.537232782,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,LULUCF,LULUCF Net Emissions: Forest land,-6.29312007,0,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,LULUCF,LULUCF Net Emissions: Cropland,3.277927151,0,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,LULUCF,LULUCF Net Emissions: Grassland,-1.438240764,0,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,LULUCF,LULUCF Net Emissions: Wetlands,-0.112353274,0,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,LULUCF,LULUCF Net Emissions: Settlements,2.818360331,0,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Public Sector,Public Sector Electricity,20.1653976,20.1653976,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Public Sector,Public Sector Gas,20.07185787,20.07185787,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Public Sector,Public Sector 'Other Fuels',0.047453337,0.047453337,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Transport,Road Transport (A roads),154.5780807,154.5780807,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Transport,Road Transport (Motorways),185.441166,0,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Transport,Road Transport (Minor roads),198.7428202,198.7428202,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Transport,Diesel Railways,6.956903788,0,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2014,Transport,Transport Other,3.193350141,3.193350141,280.788,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Commercial,Commercial Electricity,74.20553776,74.20553776,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Commercial,Commercial Gas,34.99114791,34.99114791,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Commercial,Commercial 'Other Fuels',0.312622063,0.312622063,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Domestic,Domestic Electricity,157.107124,157.107124,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Domestic,Domestic Gas,285.5391391,285.5391391,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Domestic,Domestic 'Other Fuels',14.83571981,14.83571981,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Industry,Industry Electricity,96.33882349,96.33882349,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Industry,Industry Gas,36.05080422,36.05080422,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Industry,Large Industrial Installations,10.97510482,5.191737761,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Industry,Industry 'Other Fuels',55.50664104,55.50664104,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Industry,Agriculture,1.809244024,1.60680374,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,LULUCF,LULUCF Net Emissions: Forest land,-6.329531383,0,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,LULUCF,LULUCF Net Emissions: Cropland,3.27810957,0,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,LULUCF,LULUCF Net Emissions: Grassland,-1.714375557,0,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,LULUCF,LULUCF Net Emissions: Wetlands,-0.112353274,0,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,LULUCF,LULUCF Net Emissions: Settlements,2.800383537,0,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Public Sector,Public Sector Electricity,16.99194121,16.99194121,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Public Sector,Public Sector Gas,24.08255641,24.08255641,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Public Sector,Public Sector 'Other Fuels',0.034275417,0.034275417,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Transport,Road Transport (A roads),155.9368989,155.9368989,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Transport,Road Transport (Motorways),190.982832,0,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Transport,Road Transport (Minor roads),199.7508537,199.7508537,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Transport,Diesel Railways,6.93488145,0,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2015,Transport,Transport Other,3.171270509,3.171270509,281.828,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Commercial,Commercial Electricity,62.55392419,62.55392419,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Commercial,Commercial Gas,38.3780304,38.3780304,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Commercial,Commercial 'Other Fuels',0.276238439,0.276238439,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Domestic,Domestic Electricity,127.1578748,127.1578748,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Domestic,Domestic Gas,294.7393663,294.7393663,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Domestic,Domestic 'Other Fuels',14.40381293,14.40381293,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Industry,Industry Electricity,74.36994783,74.36994783,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Industry,Industry Gas,36.94138007,36.94138007,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Industry,Large Industrial Installations,11.38493417,5.273722539,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Industry,Industry 'Other Fuels',54.69237361,54.69237361,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Industry,Agriculture,1.888712503,1.691835173,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,LULUCF,LULUCF Net Emissions: Forest land,-6.370198206,0,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,LULUCF,LULUCF Net Emissions: Cropland,3.281069365,0,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,LULUCF,LULUCF Net Emissions: Grassland,-1.78659377,0,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,LULUCF,LULUCF Net Emissions: Wetlands,-0.112353274,0,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,LULUCF,LULUCF Net Emissions: Settlements,2.825588977,0,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Public Sector,Public Sector Electricity,14.37384216,14.37384216,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Public Sector,Public Sector Gas,26.16201619,26.16201619,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Public Sector,Public Sector 'Other Fuels',0.034721824,0.034721824,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Transport,Road Transport (A roads),151.4521093,151.4521093,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Transport,Road Transport (Motorways),182.622782,0,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Transport,Road Transport (Minor roads),205.972304,205.972304,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Transport,Diesel Railways,6.926564911,0,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2016,Transport,Transport Other,3.0015582,3.0015582,283.536,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Commercial,Commercial Electricity,51.24672189,51.24672189,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Commercial,Commercial Gas,53.92845375,53.92845375,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Commercial,Commercial 'Other Fuels',0.083650938,0.083650938,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Domestic,Domestic Electricity,111.012414,111.012414,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Domestic,Domestic Gas,287.5380256,287.5380256,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Domestic,Domestic 'Other Fuels',14.92983247,14.92983247,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Industry,Industry Electricity,71.03695884,71.03695884,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Industry,Industry Gas,26.84060412,26.84060412,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Industry,Large Industrial Installations,5.833468841,5.41918355,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Industry,Industry 'Other Fuels',57.61044861,57.61044861,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Industry,Agriculture,1.869649017,1.677170495,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,LULUCF,LULUCF Net Emissions: Forest land,-6.3722823,0,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,LULUCF,LULUCF Net Emissions: Cropland,3.284133962,0,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,LULUCF,LULUCF Net Emissions: Grassland,-2.06874446,0,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,LULUCF,LULUCF Net Emissions: Wetlands,-0.112353274,0,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,LULUCF,LULUCF Net Emissions: Settlements,2.731521531,0,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Public Sector,Public Sector Electricity,11.496717,11.496717,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Public Sector,Public Sector Gas,24.18903521,24.18903521,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Public Sector,Public Sector 'Other Fuels',0.038323262,0.038323262,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Transport,Road Transport (A roads),143.7691459,143.7691459,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Transport,Road Transport (Motorways),187.3711486,0,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Transport,Road Transport (Minor roads),207.3269288,207.3269288,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Transport,Diesel Railways,6.866612474,0,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2017,Transport,Transport Other,3.007741055,3.007741055,284.813,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Commercial,Commercial Electricity,45.12300933,45.12300933,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Commercial,Commercial Gas,51.52924821,51.52924821,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Commercial,Commercial 'Other Fuels',0.301909496,0.301909496,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Domestic,Domestic Electricity,98.84462603,98.84462603,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Domestic,Domestic Gas,297.6979581,297.6979581,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Domestic,Domestic 'Other Fuels',14.89065676,14.89065676,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Industry,Industry Electricity,65.92946824,65.92946824,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Industry,Industry Gas,27.04702669,27.04702669,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Industry,Large Industrial Installations,5.421565448,5.317424585,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Industry,Industry 'Other Fuels',57.77927312,57.77927312,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Industry,Agriculture,1.853409363,1.668601211,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,LULUCF,LULUCF Net Emissions: Forest land,-6.371680929,0,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,LULUCF,LULUCF Net Emissions: Cropland,3.274081325,0,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,LULUCF,LULUCF Net Emissions: Grassland,-2.228426086,0,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,LULUCF,LULUCF Net Emissions: Wetlands,-0.112353274,0,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,LULUCF,LULUCF Net Emissions: Settlements,2.681847668,0,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Public Sector,Public Sector Electricity,10.82353235,10.82353235,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Public Sector,Public Sector Gas,28.16517039,28.16517039,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Public Sector,Public Sector 'Other Fuels',0.043156314,0.043156314,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Transport,Road Transport (A roads),135.1758001,135.1758001,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Transport,Road Transport (Motorways),179.9254317,0,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Transport,Road Transport (Minor roads),219.3239967,219.3239967,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Transport,Diesel Railways,6.519118201,0,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2018,Transport,Transport Other,2.877464493,2.877464493,285.372,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Commercial,Commercial Electricity,40.19192229,40.19192229,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Commercial,Commercial Gas,47.81250993,47.81250993,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Commercial,Commercial 'Other Fuels',0.270767116,0.270767116,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Domestic,Domestic Electricity,87.44424486,87.44424486,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Domestic,Domestic Gas,301.1642363,301.1642363,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Domestic,Domestic 'Other Fuels',13.49816058,13.49816058,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Industry,Industry Electricity,56.44679386,56.44679386,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Industry,Industry Gas,25.28353553,25.28353553,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Industry,Large Industrial Installations,5.805132794,5.716841072,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Industry,Industry 'Other Fuels',54.70158183,54.70158183,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Industry,Agriculture,1.919895439,1.67865834,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,LULUCF,LULUCF Net Emissions: Forest land,-6.337811274,0,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,LULUCF,LULUCF Net Emissions: Cropland,3.281564729,0,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,LULUCF,LULUCF Net Emissions: Grassland,-2.38902978,0,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,LULUCF,LULUCF Net Emissions: Wetlands,-0.112353274,0,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,LULUCF,LULUCF Net Emissions: Settlements,2.634680674,0,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Public Sector,Public Sector Electricity,9.815672211,9.815672211,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Public Sector,Public Sector Gas,28.28059038,28.28059038,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Public Sector,Public Sector 'Other Fuels',0.038218701,0.038218701,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Transport,Road Transport (A roads),130.4875716,130.4875716,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Transport,Road Transport (Motorways),172.8762379,0,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Transport,Road Transport (Minor roads),229.8898955,229.8898955,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Transport,Diesel Railways,6.503151099,0,287.55,139.7923
England,E92000001,North West,E12000002,Bolton,Bolton,E08000001,2019,Transport,Transport Other,2.961897031,2.961897031,287.55,139.7923
